rgb_luminance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,patch_background.started,patch_background.stopped,patch_foreground.started,patch_foreground.stopped,patch_test.started,patch_test.stopped,key_response.keys,key_response.rt,key_response.started,key_response.stopped,text_task.started,text_task.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0.4,0,0,0,3,24.70414620000156,None,24.70414620000156,None,24.70414620000156,None,right,3.7681933999992907,24.768641599999683,None,24.70414620000156,None,28.56796789999862,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.6,0,1,1,7,28.787004999998317,None,28.787004999998317,None,28.787004999998317,None,right,1.556766300000163,28.862951999999495,None,28.787004999998317,None,30.444241299999703,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.45,0,2,2,4,30.647337599999446,None,30.647337599999446,None,30.647337599999446,None,right,1.3709885999996914,30.720581699999457,None,30.647337599999446,None,32.116287199998624,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.25,0,3,3,0,32.33454150000034,None,32.33454150000034,None,32.33454150000034,None,right,8.442277399997693,32.40783309999824,None,32.33454150000034,None,40.87479979999989,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.3,0,4,4,1,41.09629430000132,None,41.09629430000132,None,41.09629430000132,None,left,3.7142310999988695,41.16933380000046,None,41.09629430000132,None,44.909400699998514,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.35,0,5,5,2,45.11540349999996,None,45.11540349999996,None,45.11540349999996,None,right,1.832123500000307,45.188607399999455,None,45.11540349999996,None,47.0458464000003,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.55,0,6,6,6,47.266995099998894,None,47.266995099998894,None,47.266995099998894,None,right,1.1619711999992433,47.34112200000163,None,47.266995099998894,None,48.52893960000074,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.5,0,7,7,5,48.73227319999933,None,48.73227319999933,None,48.73227319999933,None,right,0.7726179000019329,48.80659079999896,None,48.73227319999933,None,49.60331059999953,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.45,1,0,8,4,49.821336599998176,None,49.821336599998176,None,49.821336599998176,None,right,0.673210900000413,49.89439109999876,None,49.821336599998176,None,50.5946025000012,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.4,1,1,9,3,50.81171750000067,None,50.81171750000067,None,50.81171750000067,None,right,1.038782399999036,50.8871962000012,None,50.81171750000067,None,51.95076909999989,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.55,1,2,10,6,52.16807429999972,None,52.16807429999972,None,52.16807429999972,None,right,0.9805400000004738,52.24193359999845,None,52.16807429999972,None,53.246992299998965,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.6,1,3,11,7,53.464676299998246,None,53.464676299998246,None,53.464676299998246,None,right,0.7177266000035161,53.544092699998146,None,53.464676299998246,None,54.28526899999997,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.25,1,4,12,0,54.50463740000123,None,54.50463740000123,None,54.50463740000123,None,right,9.36103120000189,54.58414899999843,None,54.50463740000123,None,63.97035450000112,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.5,1,5,13,5,64.18673080000008,None,64.18673080000008,None,64.18673080000008,None,right,0.8541494999990391,64.26089280000087,None,64.18673080000008,None,65.14047239999854,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.35,1,6,14,2,65.3602032000017,None,65.3602032000017,None,65.3602032000017,None,right,0.9193349000015587,65.43448659999922,None,65.3602032000017,None,66.37884309999936,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.3,1,7,15,1,66.60432320000109,None,66.60432320000109,None,66.60432320000109,None,right,0.9443549999996321,66.67801790000158,None,66.60432320000109,None,67.64672770000107,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.4,2,0,16,3,67.86382840000078,None,67.86382840000078,None,67.86382840000078,None,right,0.9405261000028986,67.93677770000068,None,67.86382840000078,None,68.90266169999813,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.25,2,1,17,0,69.1227046999993,None,69.1227046999993,None,69.1227046999993,None,right,0.8668225999972492,69.19619779999994,None,69.1227046999993,None,70.08949280000161,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.6,2,2,18,7,70.30436579999878,None,70.30436579999878,None,70.30436579999878,None,right,0.7508913999990909,70.37874219999867,None,70.30436579999878,None,71.15551250000135,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.5,2,3,19,5,71.37485799999922,None,71.37485799999922,None,71.37485799999922,None,right,0.7256460999997216,71.45027299999856,None,71.37485799999922,None,72.20122489999994,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.3,2,4,20,1,72.41877110000132,None,72.41877110000132,None,72.41877110000132,None,right,3.455590100002155,72.49348330000066,None,72.41877110000132,None,75.97321200000079,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.45,2,5,21,4,76.1898958999991,None,76.1898958999991,None,76.1898958999991,None,right,1.042030699998577,76.2650106000001,None,76.1898958999991,None,77.33226379999905,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.55,2,6,22,6,77.54974840000068,None,77.54974840000068,None,77.54974840000068,None,right,0.7960526000024402,77.6230590999985,None,77.54974840000068,None,78.44523109999864,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.35,2,7,23,2,78.67921379999825,None,78.67921379999825,None,78.67921379999825,None,left,1.844380499998806,78.75427689999924,None,78.67921379999825,None,80.62421710000126,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.3,3,0,24,1,80.84769230000165,None,80.84769230000165,None,80.84769230000165,None,right,2.0907556999991357,80.92855449999843,None,80.84769230000165,None,83.04512850000174,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.35,3,1,25,2,83.26538979999896,None,83.26538979999896,None,83.26538979999896,None,right,0.751348899997538,83.34291179999855,None,83.26538979999896,None,84.11866419999933,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.55,3,2,26,6,84.33814310000162,None,84.33814310000162,None,84.33814310000162,None,right,0.4708033999995678,84.41353700000036,None,84.33814310000162,None,84.9094769000003,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.25,3,3,27,0,85.12955349999902,None,85.12955349999902,None,85.12955349999902,None,left,2.780799600001046,85.20561680000174,None,85.12955349999902,None,88.01103760000115,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.45,3,4,28,4,88.22874949999823,None,88.22874949999823,None,88.22874949999823,None,right,1.1721405999996932,88.3043859999998,None,88.22874949999823,None,89.50308629999927,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.4,3,5,29,3,89.71989210000174,None,89.71989210000174,None,89.71989210000174,None,right,0.8495957000013732,89.79283790000045,None,89.71989210000174,None,90.66660860000047,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.6,3,6,30,7,90.8841081999999,None,90.8841081999999,None,90.8841081999999,None,right,0.7674861999985296,90.95964019999883,None,90.8841081999999,None,91.75226309999925,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.5,3,7,31,5,91.97466409999834,None,91.97466409999834,None,91.97466409999834,None,right,0.951024400001188,92.05094939999981,None,91.97466409999834,None,93.0282546999988,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
0.5,4,0,32,5,93.24880359999952,None,93.24880359999952,None,93.24880359999952,None,right,0.8165262000002258,93.32154499999888,None,93.24880359999952,None,94.16351679999934,None,001,002,2021_Jan_21_2023,contrast,2020.2.10,42.55826226132895,
